NAME                     INSTALLED                         FIXED-IN                                    TYPE    VULNERABILITY        SEVERITY   
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-45142       Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-44640       Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-42898       Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-41916       Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3437        Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3116        Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-44758       Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2018-16860       Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   1.6~git20131207+dfsg-1ubuntu1.2             deb     CVE-2017-11103       Medium      
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-3671        Low         
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2019-12098       Low         
libhcrypto4-heimdal      1.6~git20131207+dfsg-1ubuntu1.1                                               deb     CVE-2017-6594        Low         
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-45142       Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-44640       Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-42898       Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-41916       Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3437        Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3116        Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-44758       Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2018-16860       Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   1.6~git20131207+dfsg-1ubuntu1.2             deb     CVE-2017-11103       Medium      
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-3671        Low         
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2019-12098       Low         
libheimbase1-heimdal     1.6~git20131207+dfsg-1ubuntu1.1                                               deb     CVE-2017-6594        Low         
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-45142       Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-44640       Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-42898       Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-41916       Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3437        Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3116        Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-44758       Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2018-16860       Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   1.6~git20131207+dfsg-1ubuntu1.2             deb     CVE-2017-11103       Medium      
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-3671        Low         
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2019-12098       Low         
libheimntlm0-heimdal     1.6~git20131207+dfsg-1ubuntu1.1                                               deb     CVE-2017-6594        Low         
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-45142       Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-44640       Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-42898       Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-41916       Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3437        Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3116        Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-44758       Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2018-16860       Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   1.6~git20131207+dfsg-1ubuntu1.2             deb     CVE-2017-11103       Medium      
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-3671        Low         
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2019-12098       Low         
libhx509-5-heimdal       1.6~git20131207+dfsg-1ubuntu1.1                                               deb     CVE-2017-6594        Low         
libidn11                 1.28-1ubuntu2                     1.28-1ubuntu2.2                             deb     CVE-2017-14062       Medium      
libidn11                 1.28-1ubuntu2                     1.28-1ubuntu2.1                             deb     CVE-2016-6263        Medium      
libidn11                 1.28-1ubuntu2                     1.28-1ubuntu2.1                             deb     CVE-2016-6262        Medium      
libidn11                 1.28-1ubuntu2                     1.28-1ubuntu2.1                             deb     CVE-2016-6261        Medium      
libidn11                 1.28-1ubuntu2                     1.28-1ubuntu2.1                             deb     CVE-2015-8948        Low         
libidn11                 1.28-1ubuntu2                     1.28-1ubuntu2.1                             deb     CVE-2015-2059        Low         
libjson-c2               0.11-3ubuntu1.2                   (won't fix)                                 deb     CVE-2021-32292       Medium      
libjson-c2               0.11-3ubuntu1.2                   (won't fix)                                 deb     CVE-2020-12762       Medium      
libjson0                 0.11-3ubuntu1.2                   (won't fix)                                 deb     CVE-2021-32292       Medium      
libjson0                 0.11-3ubuntu1.2                   (won't fix)                                 deb     CVE-2020-12762       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26462       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26461       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26458       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2023-39975       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2023-36054       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2022-42898       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2021-37750       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2021-36222       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2020-28196       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2020-16996       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2019-14844       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2                                                          deb     CVE-2018-20217       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2017-11368       Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2016-3120        Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2016-3119        Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8631        Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8630        Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8629        Medium      
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2018-5730        Low         
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2018-5729        Low         
libk5crypto3             1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2017-11462       Low         
libk5crypto3             1.12+dfsg-2ubuntu5.2                                                          deb     CVE-2017-15088       Negligible  
libklibc                 2.0.3-0ubuntu1                    (won't fix)                                 deb     CVE-2021-31873       Low         
libklibc                 2.0.3-0ubuntu1                    (won't fix)                                 deb     CVE-2021-31872       Low         
libklibc                 2.0.3-0ubuntu1                    (won't fix)                                 deb     CVE-2021-31871       Low         
libklibc                 2.0.3-0ubuntu1                    (won't fix)                                 deb     CVE-2021-31870       Low         
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-45142       Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-44640       Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-42898       Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-41916       Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3437        Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2022-3116        Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-44758       Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2018-16860       Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   1.6~git20131207+dfsg-1ubuntu1.2             deb     CVE-2017-11103       Medium      
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2021-3671        Low         
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1   (won't fix)                                 deb     CVE-2019-12098       Low         
libkrb5-26-heimdal       1.6~git20131207+dfsg-1ubuntu1.1                                               deb     CVE-2017-6594        Low         
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26462       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26461       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26458       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2023-39975       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2023-36054       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2022-42898       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2021-37750       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2021-36222       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2020-28196       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2020-16996       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2019-14844       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2                                                          deb     CVE-2018-20217       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2017-11368       Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2016-3120        Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2016-3119        Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8631        Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8630        Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8629        Medium      
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2018-5730        Low         
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2018-5729        Low         
libkrb5-3                1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2017-11462       Low         
libkrb5-3                1.12+dfsg-2ubuntu5.2                                                          deb     CVE-2017-15088       Negligible  
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26462       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26461       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2024-26458       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2023-39975       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2023-36054       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2022-42898       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2021-37750       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2021-36222       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2020-28196       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2020-16996       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              (won't fix)                                 deb     CVE-2019-14844       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2                                                          deb     CVE-2018-20217       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2017-11368       Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2016-3120        Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2016-3119        Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8631        Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8630        Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2015-8629        Medium      
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2018-5730        Low         
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2018-5729        Low         
libkrb5support0          1.12+dfsg-2ubuntu5.2              1.12+dfsg-2ubuntu5.4                        deb     CVE-2017-11462       Low         
libkrb5support0          1.12+dfsg-2ubuntu5.2                                                          deb     CVE-2017-15088       Negligible  
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2022-31253       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2021-27212       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36230       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36229       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36228       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36227       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36226       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36225       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36224       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36223       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36222       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-36221       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-25710       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-25709       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-25692       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-20178       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-12243       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2019-13565       Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            2.4.31-1+nmu2ubuntu8.4                      deb     CVE-2017-9287        Medium      
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2023-2953        Low         
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2020-15719       Low         
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2            (won't fix)                                 deb     CVE-2019-13057       Low         
libldap-2.4-2            2.4.31-1+nmu2ubuntu8.2                                                        deb     CVE-2017-14159       Low         
liblzma5                 5.1.1alpha+20120614-2ubuntu2      (won't fix)                                 deb     CVE-2020-22916       Medium      
libmagic1                1:5.14-2ubuntu3.3                 (won't fix)                                 deb     CVE-2022-48554       Medium      
libmagic1                1:5.14-2ubuntu3.3                 (won't fix)                                 deb     CVE-2019-18218       Medium      
libmagic1                1:5.14-2ubuntu3.3                 1:5.14-2ubuntu3.4                           deb     CVE-2018-10360       Low         
libmagic1                1:5.14-2ubuntu3.3                 1:5.14-2ubuntu3.4                           deb     CVE-2015-8865        Low         
libmagic1                1:5.14-2ubuntu3.3                 1:5.14-2ubuntu3.4                           deb     CVE-2014-9653        Low         
libmagic1                1:5.14-2ubuntu3.3                 1:5.14-2ubuntu3.4                           deb     CVE-2014-9621        Low         
libmagic1                1:5.14-2ubuntu3.3                 1:5.14-2ubuntu3.4                           deb     CVE-2014-9620        Low         
libmount1                2.20.1-5.1ubuntu20.7                                                          deb     CVE-2017-2616        Medium      
libmount1                2.20.1-5.1ubuntu20.7              (won't fix)                                 deb     CVE-2021-37600       Low         
libmount1                2.20.1-5.1ubuntu20.7              (won't fix)                                 deb     CVE-2020-21583       Low         
libmount1                2.20.1-5.1ubuntu20.7                                                          deb     CVE-2016-5011        Low         
libmount1                2.20.1-5.1ubuntu20.7                                                          deb     CVE-2014-9114        Low         
libmount1                2.20.1-5.1ubuntu20.7                                                          deb     CVE-2013-0157        Low         
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20985       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20984       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20983       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20982       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20981       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20978       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20977       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20976       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20975       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20974       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20973       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20972       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20971       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20970       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20969       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20968       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20967       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20966       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20965       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20964       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20963       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20962       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20961       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2024-20960       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22115       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22114       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22113       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22112       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22111       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22110       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22104       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22103       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22102       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22097       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22095       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22094       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22092       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22084       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22079       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22078       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22070       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22068       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22066       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22065       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22064       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22059       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22058       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22057       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22056       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22054       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22053       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22048       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22046       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22038       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22033       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22032       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22028       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22026       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22015       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22008       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22007       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-22005       Medium      
libmysqlclient18         5.5.47-0ubuntu0.14.04.1           (won't fix)                                 deb     CVE-2023-21982       Medium      
